Group,Week,Date,Species,PlantId,Use,Treatment,Soil_humidity,Electrical_conductivity,Too_dry,Plant_height,Leaf_number,Leaf_length,Leaf_width,Leaf_area,Chlorophyll_content,Aerial_fresh_weight,Aerial_dry_weight,Root_length,Roots_fresh_weight,Roots_dry_weight,Mortality,Comments
G2,W3,2022-10-26,Amaranthus retroflexus ,Amri7,wild,i, 52.9,1.61,,7,3, 3.00, 0.80,,,,,,,,,
G2,W3,2022-10-26,Amaranthus retroflexus ,Amrw1,wild,s, 35.0,1.34,,10,10, 6.20, 2.90,,,,,,,,,
G2,W3,2022-10-26,Amaranthus retroflexus ,Amrw2,wild,s, 34.7,1.39,,8,8, 3.40, 1.00,,,,,,,,,
G2,W3,2022-10-26,Amaranthus retroflexus ,Amrw3,wild,s, 32.8,2.29,,13,12, 4.20, 2.00,,,,,,,,,
G2,W3,2022-10-26,Amaranthus retroflexus ,Amrw4,wild,s, 32.3,1.52,,10,8, 4.50, 1.30,,,,,,,,,
G2,W3,2022-10-26,Amaranthus retroflexus ,Amrw5,wild,s, 35.3,1.87,,11,12, 5.00, 1.50,,,,,,,,,
G2,W3,2022-10-26,Amaranthus retroflexus ,Amrw6,wild,s, 35.9,1.48,,12,12, 5.40, 1.60,,,,,,,,,
G2,W3,2022-10-26,Amaranthus retroflexus ,Amrw7,wild,s, 31.0,1.38,,9,10, 5.00, 2.00,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoc1,cultivated,c, 67.2,1.35,,15,8, 14.50, 4.50,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoc2,cultivated,c, 67.4,1.37,,12,4, 12.00, 3.50,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoc3,cultivated,c, 70.8,1.63,,14,10, 14.00, 4.50,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoc4,cultivated,c, 70.6,1.74,,14,8, 13.80, 3.90,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoc5,cultivated,c, 66.4,1.64,,17,7, 16.50, 5.00,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoc6,cultivated,c, 70.2,1.69,,14,7, 14.30, 3.60,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoc7,cultivated,c, 71.9,1.82,,16,8, 15.80, 5.90,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoi1,cultivated,i, 58.5,1.64,,13,10, 13.00, 4.20,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoi2,cultivated,i, 63.6,1.74,,16,11, 16.10, 4.10,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoi3,cultivated,i, 56.9,1.37,,17,9, 16.50, 4.50,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoi4,cultivated,i, 60.4,1.57,,14,5, 14.30, 3.80,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoi5,cultivated,i, 57.9,1.60,,18,14, 17.50, 5.60,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoi6,cultivated,i, 61.1,1.30,,16,8, 16.30, 3.70,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spoi7,cultivated,i, 57.7,1.49,,17,9, 17.40, 4.00,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spow1,cultivated,s, 44.8,1.84,,18,10, 17.60, 3.00,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spow2,cultivated,s, 49.2,1.56,,12,9, 12.20, 4.60,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spow3,cultivated,s, 50.7,1.33,,16,10, 15.50, 4.50,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spow4,cultivated,s, 57.9,1.68,,15,9, 15.00, 4.00,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spow5,cultivated,s, 63.2,1.46,,10,5, 10.10, 4.00,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spow6,cultivated,s, 57.6,1.40,,14,9, 14.10, 4.40,,,,,,,,,
G2,W4,2022-11-02,Spinacia oleracea,Spow7,cultivated,s, 51.0,1.29,,10,8, 10.00, 4.50,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrc1,wild,c, 61.6,1.37,,10,10, 5.00, 1.50,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrc2,wild,c, 69.6,1.20,,13,8, 7.00, 1.80,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrc3,wild,c, 67.4,1.35,,14,12, 6.50, 2.30,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrc4,wild,c, 66.6,1.36,,9,9, 3.80, 1.30,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrc5,wild,c, 64.5,1.40,,12,10, 6.00, 2.00,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrc6,wild,c, 71.1,1.43,,16,12, 7.50, 2.40,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrc7,wild,c, 66.6,1.46,,10,8, 6.00, 2.00,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amri1,wild,i, 61.0,1.28,,10,11, 3.50, 1.30,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amri2,wild,i, 60.0,1.52,,10,6, 3.50, 1.30,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amri3,wild,i, 61.4,1.30,,10,6, 4.00, 1.40,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amri4,wild,i, 58.7,1.41,,10,8, 3.20, 0.90,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amri5,wild,i, 61.7,1.38,,15,17, 6.50, 2.00,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amri6,wild,i, 58.9,1.57,,13,11, 5.50, 1.90,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amri7,wild,i, 60.8,1.26,,9,4, 3.50, 1.00,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrw1,wild,s, 57.4,1.23,,12,7, 5.20, 2.00,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrw2,wild,s, 55.5,1.35,,9,11, 4.10, 1.10,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrw3,wild,s, 55.5,1.68,,14,10, 6.00, 2.00,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrw4,wild,s, 52.4,1.36,,12,12, 4.30, 1.60,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrw5,wild,s, 53.9,1.62,,12,12, 5.40, 1.60,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrw6,wild,s, 56.2,1.31,,12,18, 5.60, 1.60,,,,,,,,,
G2,W4,2022-11-02,Amaranthus retroflexus ,Amrw7,wild,s, 53.0,1.27,,9,10, 4.10, 1.70,,,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoc1,cultivated,c, 19.1,1.10,,14,8, 13.50, 3.50,, 26.30,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoc2,cultivated,c, 20.3,1.19,,14,5, 13.50, 3.00,, 26.10,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoc3,cultivated,c, 19.7,1.13,,16,11, 15.50, 4.60,, 47.40,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoc4,cultivated,c, 24.4,1.35,,14,11, 14.30, 5.00,, 31.00,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoc5,cultivated,c, 34.1,1.18,,16,11, 15.50, 4.00,, 43.30,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoc6,cultivated,c, 28.9,1.34,,15,6, 14.60, 3.70,, 32.30,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoc7,cultivated,c, 27.0,1.29,,14,10, 13.50, 3.50,, 38.50,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoi1,cultivated,i, 39.1,1.37,,14,11, 14.00, 4.50,, 26.70,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoi2,cultivated,i, 43.6,1.76,,16,10, 15.90, 3.50,, 33.30,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoi3,cultivated,i, 42.9,1.39,,16,9, 16.00, 4.10,, 29.50,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoi4,cultivated,i, 48.0,1.54,,13,6, 12.70, 3.50,, 28.90,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoi5,cultivated,i, 37.1,1.42,,18,16, 17.50, 6.00,, 33.20,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoi6,cultivated,i, 45.7,1.40,,17,7, 17.00, 3.00,, 36.20,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spoi7,cultivated,i, 41.1,1.32,,19,10, 18.70, 4.60,, 22.90,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spow1,cultivated,s, 67.2,1.55,,17,11, 16.50, 3.50,, 25.90,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spow2,cultivated,s, 68.6,1.25,,13,11, 12.80, 4.00,, 37.80,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spow3,cultivated,s, 63.3,1.90,,15,15, 15.00, 4.00,, 39.30,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spow4,cultivated,s, 68.4,1.55,,15,10, 14.80, 3.50,, 30.70,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spow5,cultivated,s, 67.6,1.66,,12,5, 12.00, 2.00,, 23.60,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spow6,cultivated,s, 76.4,1.55,,14,11, 14.00, 2.70,, 29.60,,,,,,,
G2,W5,2022-11-09,Spinacia oleracea,Spow7,cultivated,s, 70.8,1.75,,12,9, 11.50, 2.00,, 34.20,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrc1,wild,c, 67.6,1.62,,8,10, 5.80, 1.30,, 19.20,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrc2,wild,c, 69.4,1.37,,14,11, 7.00, 2.40,, 23.60,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrc3,wild,c, 71.2,1.55,,16,13, 5.00, 1.50,, 23.60,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrc4,wild,c, 70.2,1.68,,9,13, 2.90, 0.80,, 22.90,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrc5,wild,c, 62.6,1.50,,13,11, 5.50, 1.30,, 22.50,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrc6,wild,c, 70.6,1.48,,16,17, 7.00, 2.00,, 25.40,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrc7,wild,c, 67.4,1.64,,9,12, 4.50, 1.30,, 21.50,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amri1,wild,i, 51.9,1.26,,8,14, 3.20, 1.10,, 17.20,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amri2,wild,i, 43.5,1.41,,10,7, 3.50, 1.20,, 19.40,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amri3,wild,i, 47.8,1.20,,12,7, 4.00, 1.40,, 24.50,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amri4,wild,i, 43.4,1.22,,9,7, 3.00, 1.00,, 18.10,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amri5,wild,i, 50.6,1.14,,15,15, 4.80, 1.90,, 22.50,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amri6,wild,i, 47.0,1.13,,13,11, 5.00, 0.50,, 20.70,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amri7,wild,i, 50.3,1.20,,9,4, 3.00, 0.80,, 22.90,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrw1,wild,s, 33.8,1.34,,13,8, 5.50, 1.80,, 22.10,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrw2,wild,s, 35.1,1.19,,8,8, 3.20, 0.80,, 22.60,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrw3,wild,s, 31.7,1.33,,13,11, 5.50, 2.10,, 20.70,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrw4,wild,s, 35.3,1.18,,12,7, 4.50, 1.50,, 21.70,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrw5,wild,s, 33.6,1.27,,12,12, 5.00, 1.70,, 20.70,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrw6,wild,s, 37.3,1.26,,13,10, 5.00, 1.70,, 22.80,,,,,,,
G2,W5,2022-11-09,Amaranthus retroflexus ,Amrw7,wild,s, 35.1,1.19,,9,7, 3.80, 1.80,, 18.80,,,,,,,
G2,W6,2022-11-23,Spinacia oleracea,Spoc1,cultivated,c, 48.4,1.79,,16,10, 15.50, 4.50,, 29.00, 3.39, 0.08,, 0.02, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoc2,cultivated,c, 56.9,1.59,,15,6, 15.20, 4.00,, 24.70, 2.40, 0.03,, 0.08, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoc3,cultivated,c, 46.6,1.83,,15,12, 14.50, 4.60,, 41.30, 6.63, 0.18,, 0.14, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoc4,cultivated,c, 50.3,1.86,,15,13, 15.20, 5.50,, 41.50, 8.24, 0.27,, 0.12, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoc5,cultivated,c, 46.0,1.68,,19,10, 19.00, 4.50,, 35.60, 6.18, 0.23,, 0.19, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoc6,cultivated,c, 53.7,1.56,,15,9, 15.00, 4.00,, 39.50, 2.85, 0.06,, 0.08, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoc7,cultivated,c, 47.2,1.65,,17,10, 16.50, 5.50,, 36.70, 6.04, 0.62,, 0.13, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoi1,cultivated,i, 33.2,1.46,,13,11, 13.00, 3.50,, 33.70, 5.45, 0.18,, 0.16, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoi2,cultivated,i, 33.1,1.53,,15,12, 14.50, 3.50,, 36.30, 5.12, 0.36,, 0.12, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoi3,cultivated,i, 34.3,1.55,,17,11, 16.50, 5.80,, 47.50, 4.96, 0.50,, 0.11, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoi4,cultivated,i, 37.8,1.51,,15,9, 14.60, 3.70,, 36.00, 3.30, 0.40,, 0.09, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoi5,cultivated,i, 27.1,1.71,,18,17, 17.80, 5.00,, 39.20, 8.82, 0.36,, 0.06, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoi6,cultivated,i, 40.8,1.44,,15,9, 15.00, 3.00,, 39.40, 3.43, 0.09,, 0.11, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spoi7,cultivated,i, 33.5,1.57,,16,10, 16.00, 4.00,, 36.10, 4.91, 0.18,, 0.13, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spow1,cultivated,s, 8.8,0.10,,14,9, 14.00, 3.00,, 42.10, 3.03, 0.27,, 0.15, 0.04,,
G2,W6,2022-11-23,Spinacia oleracea,Spow2,cultivated,s, 10.2,0.10,,11,9, 11.00, 2.50,, 30.80, 3.47, 0.25,, 0.19, 0.02,,
G2,W6,2022-11-23,Spinacia oleracea,Spow3,cultivated,s, 9.0,0.10,,14,11, 13.50, 3.00,, 34.60, 3.77, 0.29,, 0.21, 0.03,,
G2,W6,2022-11-23,Spinacia oleracea,Spow4,cultivated,s, 9.7,0.10,,15,11, 15.00, 3.90,, 27.50, 3.17, 0.01,, 0.10, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spow5,cultivated,s, 30.7,1.26,,11,7, 11.30, 2.50,, 26.80, 1.27, 0.07,, 0.10, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spow6,cultivated,s, 19.0,1.34,,16,11, 15.50, 4.00,, 39.50, 2.46, 0.02,, 0.05, 0.01,,
G2,W6,2022-11-23,Spinacia oleracea,Spow7,cultivated,s, 21.1,1.41,,10,9, 9.50, 3.00,, 39.10, 2.81, 0.12,, 0.08, 0.02,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrc1,wild,c, 47.4,1.53,,10,10, 6.00, 1.00,, 19.20, 0.42, 0.05,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrc2,wild,c, 55.5,1.38,,14,13, 7.00, 2.50,, 23.60, 1.34, 0.46,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrc3,wild,c, 51.8,1.49,,16,12, 6.50, 2.30,, 23.60, 0.01, 0.38,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrc4,wild,c, 55.7,1.55,,17,11, 3.50, 1.40,, 22.90, 0.35, 0.04,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrc5,wild,c, 49.7,1.55,,14,12, 6.00, 2.00,, 22.50, 0.88, 0.15,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrc6,wild,c, 56.7,1.95,,17,17, 7.00, 2.20,, 25.40, 1.00, 0.19,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrc7,wild,c, 53.8,1.64,,11,12, 5.00, 1.50,, 21.50, 0.69, 0.07,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amri1,wild,i, 42.8,1.41,,9,14, 3.50, 1.00,, 17.20, 0.38, 0.06,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amri2,wild,i, 39.5,1.66,,11,7, 3.50, 1.30,, 19.40, 0.33, 0.04,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amri3,wild,i, 49.4,1.29,,11,10, 4.00, 1.30,, 24.50, 0.41, 0.05,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amri4,wild,i, 49.5,1.50,,9,9, 2.60, 1.00,, 18.10, 0.29, 0.04,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amri5,wild,i, 46.4,1.29,,16,16, 6.00, 1.30,, 22.50, 1.05, 0.14,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amri6,wild,i, 42.1,1.50,,13,10, 5.50, 2.00,, 20.70, 0.70, 0.09,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amri7,wild,i, 42.8,1.38,,9,7, 3.50, 1.00,, 22.90, 0.22, 0.01,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrw1,wild,s, 29.1,1.16,,14,11, 6.00, 2.20,, 22.10, 0.81, 0.10,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrw2,wild,s, 29.2,1.19,,8,8, 3.00, 0.90,, 22.60, 0.24, 0.04,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrw3,wild,s, 27.5,1.38,,14,12, 4.50, 0.90,, 20.70, 0.78, 0.09,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrw4,wild,s, 32.0,1.19,,12,10, 5.00, 1.50,, 21.70, 0.46, 0.06,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrw5,wild,s, 36.1,1.43,,12,11, 2.50, 1.00,, 20.70, 0.55, 0.09,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrw6,wild,s, 36.3,1.36,,14,11, 6.00, 1.50,, 22.80, 0.46, 0.12,, 0.01, 0.01,,
G2,W6,2022-11-23,Amaranthus retroflexus ,Amrw7,wild,s, 24.3,1.19,,10,9, 5.00, 1.50,, 18.80, 0.61, 0.05,, 0.01, 0.01,,
G3,W1,2022-10-05,Hordeum vulgare,Hvc1,cultivated,c, 60.1,1.31,,27,3, 25.64, 0.60, 18.28,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvc2,cultivated,c, 63.6,1.40,,28,3, 22.74, 0.90, 12.22,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvc3,cultivated,c, 62.0,1.35,,27,3, 20.44, 0.70, 10.39,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvc4,cultivated,c, 62.3,1.20,,28,3, 17.65, 0.80, 7.74,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvc5,cultivated,c, 61.2,1.27,,24,3, 19.26, 0.70, 10.41,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvc6,cultivated,c, 60.4,1.35,,31,3,, 0.70,,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvc7,cultivated,c, 58.6,1.07,,22,3,, 0.80,,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpc1,wild,c, 61.3,1.66,,9,2, 6.78, 0.16, 0.61,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpc2,wild,c, 61.5,1.70,,11,2, 9.39, 0.16, 0.83,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpc3,wild,c, 62.0,1.88,,12,2, 9.60, 0.10, 1.05,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpc4,wild,c, 60.1,1.66,,11,2, 8.09, 0.16, 0.68,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpc5,wild,c, 61.1,1.71,,13,2, 10.51, 0.16, 0.71,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpc6,wild,c, 61.4,1.77,,10,2, 9.62, 0.16, 0.89,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpc7,wild,c, 59.2,1.06,,15,2, 13.97, 0.20, 1.07,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvi1,cultivated,i, 61.1,1.25,,25,2, 22.63, 0.80, 10.41,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvi2,cultivated,i, 61.8,1.90,,26,2, 22.83, 0.70, 10.74,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvi3,cultivated,i, 62.0,1.35,,27,3, 41.37, 0.80, 12.31,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvi4,cultivated,i, 59.4,1.27,,26,3, 20.43, 0.80, 12.31,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvi5,cultivated,i, 59.8,1.40,,31,3, 25.23, 0.80, 13.88,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvi6,cultivated,i, 66.4,1.79,,30,3, 20.39, 0.90, 9.83,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvi7,cultivated,i, 58.4,1.23,,28,3, 21.75, 0.90, 12.98,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpi1,wild,i, 60.1,1.78,,10,2, 7.35, 0.10, 0.55,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpi2,wild,i, 59.9,1.76,,11,2, 10.24, 0.10, 0.69,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpi3,wild,i, 67.0,1.56,,12,2, 10.24, 0.10, 0.42,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpi4,wild,i, 63.4,1.76,,12,2, 10.34, 0.15, 0.87,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpi5,wild,i, 61.2,1.74,,15,2, 12.34, 0.15, 0.59,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpi6,wild,i, 62.5,1.79,,9,2, 8.15, 0.08, 0.42,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lpi7,wild,i, 61.2,1.89,,10,2, 8.25, 0.10, 0.40,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvs1,cultivated,s, 61.5,1.42,,27,3, 21.53, 0.85, 12.70,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvs2,cultivated,s, 59.6,1.50,,28,2, 21.41, 0.80, 10.52,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvs3,cultivated,s, 64.5,1.83,,27,3, 21.73, 0.80, 12.94,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvs4,cultivated,s, 61.7,1.93,,23,2, 19.94, 0.70, 9.52,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvs5,cultivated,s, 62.7,1.92,,24,2, 19.64, 0.80, 11.84,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvs6,cultivated,s, 64.5,2.34,,31,3, 20.26, 0.80, 7.78,,,,,,,,
G3,W1,2022-10-05,Hordeum vulgare,Hvs7,cultivated,s, 64.3,2.08,,28,2, 18.67, 0.50, 9.99,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lps1,wild,s, 59.5,1.68,,14,2, 10.69, 0.10, 0.64,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lps2,wild,s, 63.0,2.04,,13,2, 11.11, 0.50, 0.95,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lps3,wild,s, 63.8,1.85,,11,2, 8.98, 0.10, 0.75,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lps4,wild,s, 60.3,1.54,,11,2, 12.55, 0.10, 1.38,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lps5,wild,s, 61.8,1.73,,14,2, 12.32, 0.20, 1.19,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lps6,wild,s, 62.6,1.99,,11,2, 8.28, 0.10, 0.55,,,,,,,,
G3,W1,2022-10-05,Lolium perenne,Lps7,wild,s, 60.1,1.78,,4,1, 4.04, 0.10, 0.25,,,,,,,,
G3,W2,2022-10-19,Hordeum vulgare,Hvc1,cultivated,c, 57.9,1.37,,38,6, 20.50, 0.70,,,,,,,,,
G3,W2,2022-10-19,Hordeum vulgare,Hvc2,cultivated,c, 51.7,1.33,,42,6, 24.00, 0.95,,,,,,,,,
G3,W2,2022-10-19,Hordeum vulgare,Hvc3,cultivated,c, 61.9,1.50,,38,5, 20.50, 0.65,,,,,,,,,
G3,W2,2022-10-19,Hordeum vulgare,Hvc4,cultivated,c, 58.9,1.41,,45,6, 20.90, 1.00,,,,,,,,,
G3,W2,2022-10-19,Hordeum vulgare,Hvc5,cultivated,c, 5.9,1.47,,37,5, 18.40, 1.00,,,,,,,,,
G3,W2,2022-10-19,Hordeum vulgare,Hvc6,cultivated,c, 62.4,1.55,,42,6, 24.40, 1.00,,,,,,,,,
G3,W2,2022-10-19,Hordeum vulgare,Hvc7,cultivated,c, 58.7,1.36,,39,5, 16.90, 0.70,,,,,,,,,
G3,W2,2022-10-19,Lolium perenne,Lpc1,wild,c, 63.9,1.66,,25,4, 8.50, 0.10,,,,,,,,,
